Eccentricity,Contrast,Correlation,Energy,Homogeneity,Label
0.8404509043059699,237.364368872549,0.9733492452591577,0.08911359881102632,0.4242777842285762,belum_matang
0.4433992333043973,84.9115962009804,0.9801350236871038,0.09672480995797032,0.4893895474407238,belum_matang
0.5233538468004485,205.69371936274516,0.9720720956988835,0.053489327261844535,0.4006769269947844,belum_matang
0.8793763672911568,147.05701593137255,0.979916465937821,0.04844038366273622,0.37715351564939154,belum_matang
0.9250092847409612,192.28049938725493,0.9709144437939323,0.03147133066994357,0.1843534747800848,belum_matang
0.41937807210459144,151.0431678921569,0.9727197807187705,0.05338526831533388,0.2210868341644603,belum_matang
0.9948434875636611,173.94926470588237,0.9677761392711693,0.07192296326339954,0.2495505114242492,belum_matang
0.995831441019311,229.77974877450978,0.9660135939997275,0.07856860552626348,0.22855206303979703,belum_matang
0.7136795048804752,142.77261029411764,0.9565206094221111,0.06425718791528474,0.2083571473202291,belum_matang
0.49636731414471535,197.0539522058824,0.9725694010100608,0.06644650617625103,0.212847158960534,belum_matang
0.5043135428079668,129.5445159313726,0.9703931725070194,0.021625030262211232,0.19417952447880163,belum_matang
0.7458892148195767,152.47645526960787,0.9837838794185918,0.06579068275436302,0.25514907208430443,belum_matang
0.9838840858691555,168.1254901960785,0.9734457309588052,0.04501307973555345,0.20797568776614753,belum_matang
0.9103044467114062,156.2857230392157,0.9687897992340085,0.02472163553275373,0.20557456914409283,belum_matang
0.9947643550999606,68.97290134803922,0.9830466044516636,0.10013546448950147,0.3597620373768673,belum_matang
0.4880079452200978,99.47092524509803,0.9788361059515405,0.04213327007720308,0.23305469576600346,belum_matang
0.5443023121193573,172.5517769607843,0.9760714028803861,0.046294926062964786,0.22170655641359732,belum_matang
0.43118317054516003,17.47090992647059,0.9905869329872302,0.6987772174070476,0.8053574334934964,belum_matang
0.9252433266929827,60.8997855392157,0.9920447224505623,0.5642791443581942,0.675028472667072,belum_matang
0.851046143773194,199.40000000000003,0.9644812072181792,0.48829996143502036,0.5723989816131227,belum_matang
0.500204778108979,44.92515318627451,0.9936473763065383,0.4446934640887034,0.6277117884461846,belum_matang
0.500204778108979,44.86620710784315,0.9936551958783559,0.4445215959767437,0.627502941726816,belum_matang
0.579975549443385,34.452190563725495,0.9896046465780636,0.4844751434105729,0.7019264362411964,belum_matang
0.5800006767019861,34.33965992647059,0.9896360454080584,0.48427194437980187,0.7011258281355006,belum_matang
0.8549506382922445,47.973391544117646,0.9857610395705556,0.45975048852445527,0.6794247546807154,belum_matang
0.8998283729337884,55.97408088235296,0.9903738213279324,0.5636401915607042,0.6794768877144995,belum_matang
0.899847405486487,55.8498774509804,0.9903937574140839,0.5635251640684311,0.679098293575896,belum_matang
0.978597661199757,66.17892156862746,0.9874456930550409,0.20624611939244591,0.5369023365422694,belum_matang
0.9500726721401843,100.43844975490197,0.9849414514610116,0.3017335101019318,0.5040724259021725,belum_matang
0.9500726721401843,100.19934129901961,0.9849727720029414,0.3014881416803891,0.5036168185685375,belum_matang
0.5695233546154942,98.1647212009804,0.9842088495572008,0.48072386550003043,0.6698515482165134,belum_matang
0.5695217221742684,98.1038143382353,0.9842158821591079,0.48077338446614704,0.668876724830172,belum_matang
0.3783395734502827,36.14067095588235,0.9888541506886389,0.45344855133975664,0.7214667185100618,belum_matang
0.8883344022412945,192.5798100490196,0.950869325048783,0.6010068032455187,0.6771242334060434,belum_matang
0.8883663703748479,192.03080575980397,0.9509783754134059,0.5986016770810328,0.6747248998830384,belum_matang
0.8888867269243611,147.75689338235293,0.9891327106298312,0.47612057107219063,0.5768616429964045,belum_matang
0.8888940935763732,147.27207414215687,0.9891647292625482,0.475240931368109,0.5760255793069297,belum_matang
0.9878557770206369,399.0658547794117,0.9497615349699572,0.5402587682661782,0.6197248310615199,belum_matang
0.9878607687807676,397.90651041666655,0.9498760053647977,0.5383939644250085,0.617193882756154,belum_matang
0.9196973829620538,146.17046568627455,0.9872913968921327,0.3683422220092484,0.6106945277393655,belum_matang
0.7770873362455643,70.51991421568626,0.9920275182803503,0.29010309732128625,0.5226537583107597,belum_matang
0.7770260182962295,70.47758884803923,0.9920295398530808,0.2891550029709302,0.5219013016802331,belum_matang
0.9928798843225027,160.92712928921566,0.9767264926402046,0.6481856670369691,0.7194661815648669,belum_matang
0.9928758934276822,160.38543198529416,0.9767978932124086,0.6470608451571422,0.7185192517105035,belum_matang
0.921744954810755,315.4158854166666,0.9744873841399251,0.3176232082672089,0.46766939410636954,belum_matang
0.9217478649782119,315.1082261029413,0.9745025479083812,0.31780347424327937,0.4671688409613818,belum_matang
0.3783395734502827,36.09151348039216,0.9888687368735829,0.4534631192930465,0.721022923597336,belum_matang
0.5025859497308663,64.21125919117647,0.9861756453847131,0.5368975207274593,0.7042860505543561,belum_matang
0.6707817527850468,155.2320618872549,0.9907769953422901,0.3569296102056275,0.5507296045209257,belum_matang
0.5511768000672636,109.57002144607844,0.9871330211082808,0.14089400221509601,0.4041902591006923,belum_matang
0.5511768000672636,109.4083792892157,0.9871463723263837,0.1402680179376596,0.40364236121289254,belum_matang
0.7106719214219783,185.31982230392163,0.9877926708413247,0.36695500696536165,0.5202392368345783,belum_matang
0.75309205652724,115.31109068627451,0.9862016966516073,0.5514768102224231,0.659716013904571,belum_matang
0.9306603642289436,238.39151348039223,0.9850955299053419,0.4440426479025643,0.5890873968587886,belum_matang
0.9306479538021876,237.44534313725492,0.9851479770237387,0.44368623562447546,0.5882752840507993,belum_matang
0.755827107564543,104.71093750000003,0.992566812056165,0.2471795312879513,0.4371216507310744,belum_matang
0.7559958180363676,104.5842218137255,0.9925743234331197,0.24727251823881752,0.43680027540565525,belum_matang
0.9618115933876218,216.4618719362745,0.9835824522665445,0.4490841575885371,0.5882600852096292,belum_matang
0.9618115933876218,216.43795955882354,0.983582250395855,0.44891971744683473,0.5878464676797335,belum_matang
0.7347659992518513,112.42239583333335,0.9899207817170396,0.1448565577594723,0.47235597001620544,belum_matang
0.7346892999739744,112.31493566176471,0.9899272935607186,0.14453997372346983,0.47191085330395277,belum_matang
0.9314114322634977,125.83399203431372,0.9915198153233271,0.4823070094993486,0.6902845937614276,belum_matang
0.5025228629399487,64.10746017156863,0.9861940768073867,0.5367323701012278,0.703530285577887,belum_matang
0.5003794095017069,67.56282169117647,0.992411037558189,0.4757353933858546,0.6283003623118023,belum_matang
0.6681859281286677,129.83328737745103,0.9837215142286795,0.11204185281030432,0.36823237160130684,belum_matang
0.5989038814397911,111.31845894607842,0.9877671838166193,0.09547755181985575,0.47457788664376965,belum_matang
0.6511259172613438,58.63576899509805,0.992886351797006,0.23046280320053694,0.4851479813783056,belum_matang
0.6511259172613438,58.53020833333333,0.9928973521592257,0.22997421838159862,0.4845466569937904,belum_matang
0.4692647573397492,54.15202205882353,0.9844432272406747,0.4869346873691863,0.6397593271188132,belum_matang
0.97827119904579,65.6678768382353,0.9887978590991983,0.24501831672958274,0.446623642490822,belum_matang
0.6032138492335272,18.899693627450986,0.9953302121276861,0.42808456073398904,0.7048533438538231,belum_matang
0.6032453367020483,18.893443627450978,0.9953312711612013,0.42752257816437106,0.7046772644549311,belum_matang
