Eccentricity,Contrast,Correlation,Energy,Homogeneity,Label
0.458131992527327,191.00272671568626,0.9498199081174035,0.022309323466116922,0.1797541429814055,matang
0.7933181258610223,927.9513020833334,0.8028710389717347,0.0145462769640549,0.11359726798562139,matang
0.7810884093955064,1038.852037377451,0.8196632594192046,0.04699255821741167,0.11522208787210111,matang
0.9294403032006735,405.4287837009804,0.9427135981276087,0.05042877731646154,0.2062155956536695,matang
0.7266662828210594,1061.4294424019608,0.8836944515470521,0.05906338825598773,0.12454537205323513,matang
0.8192876665509845,488.0703890931374,0.8948623792375046,0.011889436027031465,0.13333805537055352,matang
0.8192876665509845,488.0622702205884,0.8948689249349546,0.01188445635676371,0.13325315387298128,matang
0.17139869950783584,787.6570312500003,0.8788378293674157,0.012275512119093354,0.13260399442868928,matang
0.886731458298025,390.92809436274524,0.9006616500873279,0.014420451761497314,0.1199883056373476,matang
0.886731458298025,390.9161458333334,0.9006611036283791,0.014420529056833085,0.11996621544006601,matang
0.835760033176623,309.6802696078431,0.9532206337600709,0.013805334545855755,0.16095174214854285,matang
0.835760033176623,309.5395526960785,0.9532314389929504,0.013802538124158227,0.16097379127111494,matang
0.8991453419052801,52.341268382352936,0.9631242826376532,0.03361337627898878,0.324413196430567,matang
0.8991453419052801,52.3406556372549,0.9631247684557039,0.033613381514858126,0.324393288015177,matang
0.9543287552547761,139.6902573529412,0.9334057499639121,0.020252529037945815,0.20518399180152808,matang
0.9543287552547761,139.68958333333336,0.9334053383629162,0.020253079399582714,0.20517237078731446,matang
0.6047462422202265,513.9306525735295,0.9246196943476042,0.011421220789049814,0.1387150551000288,matang
0.9712272208601831,244.10715379901967,0.9554962004155177,0.0220174110647172,0.23244266346630063,matang
0.6924704562793776,512.7589613970588,0.857027353685194,0.012918889783735482,0.1396517563165739,matang
0.6936913665442155,510.18357843137267,0.8574377960915078,0.012916782573218662,0.139689551960779,matang
0.9468570315103104,261.1976102941177,0.9588813242382094,0.03612179127073298,0.25372522823597343,matang
0.9468570315103104,261.23437500000006,0.9588730954091047,0.0361212683095505,0.25364933062586437,matang
0.6672849019024677,149.66055453431372,0.9566372742540769,0.02656606659782716,0.2825505973742782,matang
0.5906787261405188,172.64946384803923,0.9617522757004754,0.017950029452294035,0.23109657554683483,matang
0.5906787261405188,172.63696384803922,0.9617546684871873,0.01795044451455887,0.23113258951760776,matang
0.15160408493073427,306.16294424019617,0.8930380151929354,0.0145856743852344,0.1433890552612968,matang
0.9865011040367693,311.1001531862746,0.9072377007408181,0.013752480690743819,0.13819626051980816,matang
0.22046192711288465,591.2668045343139,0.887347799668989,0.009467289765361025,0.08744819061569718,matang
0.5711421628227562,231.40764399509806,0.9586245420433296,0.013305385386426132,0.150690205465016,matang
0.5712473536086302,231.32835477941174,0.9586367699050229,0.013306042329602452,0.1507187190443176,matang
0.8615509195580724,300.2884344362745,0.9549721908080959,0.015290215686379803,0.17884686329600002,matang
0.8615509195580724,300.29004289215686,0.9549720101177095,0.015290376829996753,0.1788447113133573,matang
0.8664829930875392,235.78278186274514,0.9674441836305013,0.01501269647834959,0.1778381105960451,matang
0.8664829930875392,235.579381127451,0.9674645816022036,0.015003256419260104,0.17773334687359396,matang
1.0,60.47310049019608,0.989329448278178,0.02878803780631492,0.34636279881232956,matang
0.9063593648660506,215.6491115196079,0.9488400499248852,0.0179721189986474,0.18188575138763394,matang
0.9063593648660506,215.67401960784312,0.9488335755613274,0.017971361681889682,0.18193963922347337,matang
0.978988931331607,400.888618259804,0.946688112852187,0.016471118651325573,0.18048586044891912,matang
0.9886467555642862,138.97832414215688,0.9482162904053145,0.026145462032584835,0.2834948967137941,matang
0.9886467555642862,138.97529105392158,0.9482165598998817,0.02614550242088413,0.28349555933367054,matang
0.660147086221433,94.01329656862748,0.9716205423633275,0.01871246056884389,0.23017565786912042,matang
0.3202391399689959,628.0667585784315,0.8806010739577305,0.009874046703060798,0.08874688438902775,matang
0.3376048942530318,652.3281709558823,0.8438365401763375,0.2027057067565411,0.2654292246481667,matang
0.3782895185159923,1099.3562040441175,0.676402510995126,0.010129320054906256,0.05849419905996387,matang
0.599423482052226,263.67499999999995,0.9571340404945642,0.015462866424987369,0.16580215618499738,matang
0.599423482052226,263.65306372549014,0.9571408689345118,0.0154588898713712,0.1657982994196553,matang
0.9302168578428701,243.7094056372549,0.9142387732974634,0.016190684120885677,0.14176914244601374,matang
0.9302168578428701,243.70980392156864,0.9142389018210211,0.01619098123575362,0.14176409458533698,matang
0.9813265627379233,326.166268382353,0.9470064607954346,0.013137877742302646,0.14117728713139238,matang
0.9813265627379233,326.1761335784314,0.9470046377219797,0.013137882207641562,0.1411814974741868,matang
0.6625321315003089,154.6528033088236,0.9507574749427077,0.023726088869129264,0.27848479178993696,matang
0.9506064659380842,594.9528339460784,0.9049247610243994,0.014074280229912717,0.1599930345763504,matang
0.9506064659380842,594.7054534313727,0.9049569906588594,0.014082285157366618,0.16003020007317661,matang
0.25075065399869056,48.57530637254903,0.989943918622827,0.01985766858505769,0.30090776214101633,matang
0.25075065399869056,48.56734068627452,0.9899448142393281,0.019857872429239695,0.3009122522183027,matang
1.0,845.1386335784313,0.7608897391033124,0.00942673906865007,0.05501971999791291,matang
0.22645264308203533,746.3217524509804,0.8117158169422065,0.015631595379705286,0.1282268233852348,matang
0.22622275367653108,742.7912990196079,0.8122104128781226,0.015641991434135458,0.12798859023949596,matang
0.5175970330273162,1009.1599724264705,0.8487273636732772,0.01596224134579534,0.12474878286429,matang
0.8878583456483762,732.448743872549,0.9240350750164917,0.02105430129864108,0.17925732989295268,matang
0.8878485116562913,730.8988204656862,0.9241413540236351,0.020745296118040994,0.17885704356073734,matang
0.9851179625023537,322.2124080882353,0.9008634743074917,0.014128737238731166,0.12437920896540097,matang
0.6102538986355731,319.5316329656863,0.9012808811064755,0.01411037265965285,0.12385553193751567,matang
0.43379019477565134,204.28727022058825,0.8997347869683265,0.023271962325656426,0.24941477724847175,matang
0.8918416505148651,193.79051776960785,0.961722930023307,0.020484235651589234,0.2277078499301543,matang
0.8918648306302476,193.7104013480392,0.9617483567815946,0.020481268421904508,0.22766659730383265,matang
0.8097859757036826,175.39212622549016,0.9669126818000852,0.044150018388693174,0.3515838866687162,matang
0.8035154411795375,120.71325061274511,0.9773542561882813,0.017024674865412145,0.23259253643016986,matang
0.8035154411795375,120.68711703431376,0.9773590662930662,0.01702497120901872,0.23259492792585754,matang
0.3395286675534771,485.89584865196076,0.8432661227924352,0.01357167283477234,0.10135112993812131,matang
0.8210420903568665,360.3279718137255,0.9579065310324267,0.027154011782289947,0.2350080245008116,matang
0.8630209182490677,661.2903952205882,0.8998505192836297,0.028002813412749787,0.21407131898895407,matang
0.8558139970967861,170.4971200980392,0.9257992966781806,0.0301430965807449,0.2954565323340829,matang
0.4815032879748434,112.13745404411766,0.9800611986308078,0.09462862802814678,0.48990300764573774,belum_matang
